AGE,INCTOT
45,18200
84,33100
73,34000
48,8800
19,340
59,41700
36,59000
31,25010
32,38800
85,23000
25,30100
60,29400
39,4900
57,16400
41,18300
71,17100
53,14600
26,720
60,78490
65,13730
65,7450
80,25400
28,28900
71,46070
66,6040
38,40030
33,1430
27,45650
71,37300
58,38500
47,600
53,65360
52,30300
27,5800
69,33260
61,24070
47,68100
47,3880
80,22700
75,4490
31,6400
87,9200
49,57500
49,3600
37,3900
47,41570
44,15900
76,15800
78,34000
65,1300
43,120
85,34400
43,5220
49,10800
45,30100
67,58700
49,64000
60,9450
77,42200
63,33200
48,47700
44,21400
46,19970
64,17400
62,18130
40,19100
43,8100
16,5400
52,25100
93,17100
32,33010
29,49000
22,49000
33,20100
26,9100
33,62400
57,6600
47,57800
65,18200
77,12800
35,8400
35,6600
40,13800
49,50180
40,11700
40,9400
49,1200
23,8400
71,73900
21,30000
68,25800
49,11200
73,16800
31,68000
31,10100
54,25900
88,9300
31,51100
57,16700
47,35900
20,7520
55,4600
52,17560
29,14600
54,16400
56,31700
50,46400
54,39500
55,300
42,15300
38,600
27,17900
84,900
70,1900
59,20
57,760
53,50250
44,5300
84,74800
73,17900
23,5700
44,56800
39,37300
56,9300
26,1800
52,17500
24,15500
87,19900
86,4400
48,47100
38,23700
39,24700
18,2140
72,12130
83,94000
70,8900
37,18300
70,5610
17,180
50,2300
57,62500
56,1300
46,57200
43,2800
18,3690
15,260
71,32100
68,82200
74,48800
93,12100
32,22700
88,17200
56,82000
25,4100
55,19300
85,11500
47,4500
28,7100
33,5300
32,22200
53,59250
34,26200
41,4300
84,30400
46,15800
71,21700
20,8020
72,12600
68,23580
55,1400
93,30500
46,34360
58,89200
73,32404
32,27900
31,25600
30,20400
53,10100
62,37410
62,4210
80,3900
32,22400
57,71200
54,85050
56,38100
65,29200
72,2100
62,2940
87,14000
21,17700
59,7900
83,14400
79,12100
41,19130
43,8900
42,36100
59,64000
64,2100
53,28900
80,19300
57,24600
51,7900
54,72100
46,27304
45,6900
78,4904
79,10150
71,16850
26,14800
24,49000
20,14200
30,14800
24,18200
72,37400
33,35700
52,9600
34,24500
33,30200
70,17400
52,62400
65,48800
76,67000
86,7000
44,23300
80,37100
43,22200
30,14720
67,13900
34,17400
49,55400
62,76500
58,10700
76,21440
77,33500
38,85420
37,20600
48,60170
53,900
39,10400
25,10700
57,11200
54,54700
48,20700
18,7350
24,38800
66,15200
86,48300
19,350
75,18800
29,25940
65,15170
31,12200
43,48350
67,34700
64,11600
61,23800
63,64100
75,10440
52,40250
42,43300
26,22300
21,4004
93,5400
67,22940
33,10940
64,29500
45,26250
82,36100
53,15900
68,20370
89,12400
76,55000
53,17200
55,37400
84,19900
81,43800
78,67800
72,4300
40,48600
36,23700
34,25800
55,35500
42,32600
80,29120
36,31200
35,8100
44,20200
53,44100
59,34300
53,32900
21,760
53,22270
59,6400
39,34400
48,62800
39,103200
52,2400
30,10030
62,720
62,4790
47,10600
28,5600
86,17700
43,47900
43,9700
45,27300
26,10200
60,15400
49,19800
51,70400
58,1800
27,5080
60,14360
39,31600
54,31010
41,77000
34,13700
63,61000
42,350
41,13700
46,11960
15,960
78,31000
51,10400
64,8100
49,63500
73,3000
65,26380
56,14500
33,39000
74,35700
46,37600
22,18400
23,1110
62,43320
52,23720
38,97000
58,12020
48,42800
43,71040
36,6500
66,58400
28,22200
42,960
21,45000
64,19200
38,1600
23,67300
20,6004
56,9720
64,6770
32,8200
40,32500
39,13300
22,28600
53,78400
20,220
72,29200
28,22700
59,60100
65,12400
68,85000
70,54900
81,33700
62,25980
93,7100
38,63700
47,5100
47,380
66,10700
63,74800
23,13700
88,90000
82,70400
62,38900
69,72800
28,10080
20,6350
62,9050
48,56440
46,10400
20,1180
33,33100
50,13800
47,25100
62,10890
76,51800
26,4800
60,55300
61,20300
67,28300
51,51500
55,31850
55,10600
78,11700
93,2970
51,9100
56,54150
31,12240
35,34600
32,46600
69,29900
39,16100
32,50040
21,33000
47,3000
72,18600
63,6020
65,20600
71,200
51,9600
23,3470
84,37100
63,24810
21,30500
54,10100
73,1400
67,7200
73,21100
64,55700
62,29900
57,49720
19,12900
53,13900
28,4870
37,3300
55,50020
37,38200
60,24100
20,90
57,46000
57,12400
64,34500
41,13900
33,21800
67,45700
52,22500
25,9100
20,21200
45,14100
72,10700
72,11500
46,68700
86,45400
88,45400
43,13700
25,24800
45,25100
68,27220
46,42800
44,33600
16,860
18,4996
37,38900
20,29000
48,57000
84,17940
53,18400
89,2400
82,5400
37,7700
34,20400
56,69200
47,29100
54,26800
68,820
72,17450
80,17200
33,11010
69,44000
60,20690
30,5900
23,4810
18,12800
37,22700
68,26700
68,6900
26,13400
41,45500
57,18400
45,1350
62,1030
62,6480
57,29110
58,1400
55,40250
37,600
26,33600
24,22900
61,61400
62,27220
54,27080
39,8400
58,44500
57,8140
73,1000
55,15400
54,800
33,27400
34,22700
27,33400
68,22410
31,17900
47,16600
72,4100
73,18500
39,31300
57,15800
37,50710
30,42600
58,57000
81,20990
72,11800
56,16400
69,25300
51,9500
32,4500
63,1300
89,22700
84,35100
64,51100
65,67500
61,20900
55,89400
93,8200
81,9100
61,2600
38,32400
46,3600
64,35400
80,16800
39,43900
81,3000
66,42000
57,35100
21,12850
54,56600
49,250
35,16940
16,6950
16,8600
62,72000
44,760
93,18200
63,26200
18,370
64,54200
76,70100
54,50100
55,11600
52,19600
56,16800
43,66200
59,56300
28,130
27,18100
25,2200
51,9400
67,4700
51,37400
35,5600
70,14210
45,79000
63,19430
35,34500
33,58000
63,10500
68,42500
69,27850
61,72700
50,37500
44,10500
75,31000
31,39320
69,18800
57,7800
29,36090
30,37500
24,11200
60,20830
42,47120
46,45400
36,80000
64,9920
22,8550
50,27800
45,13100
54,73100
46,18100
66,17920
71,19930
47,12100
22,2190
18,11200
74,7700
73,8720
43,12500
71,14300
72,12900
51,2900
69,34400
20,740
56,15800
31,17500
88,10900
51,51100
35,2900
15,5400
70,36800
69,65500
82,32000
42,27620
42,26380
42,36400
72,28690
68,19200
26,18900
21,23900
82,40300
75,13980
85,10900
51,65340
76,27900
77,8300
86,20400
57,1690
70,10010
64,28200
60,37800
80,7300
63,12300
32,28800
54,2000
42,38800
34,24700
45,21300
67,31700
61,67400
20,33600
51,67000
51,63000
70,28500
42,47300
21,25060
26,26500
39,9500
69,31400
45,69000
46,31200
59,50100
58,3050
72,34000
76,25500
73,28690
88,14400
44,13300
77,28340
48,54400
60,2020
48,62100
42,18400
44,11800
53,40800
33,51000
25,26020
80,44900
29,26804
27,13004
87,25600
86,14100
59,9700
49,3250
32,20200
44,40510
25,6800
67,56210
64,5810
62,45400
66,39200
22,24700
80,65800
43,42500
50,34220
16,360
53,14700
70,28600
51,2300
23,25700
64,3960
34,23200
56,28500
48,21100
44,31200
49,9900
48,9900
65,30190
54,8700
87,52800
38,43030
84,26400
69,3690
54,26200
47,56400
78,14070
29,8310
67,60900
45,870
64,68800
60,62080
58,37400
47,50500
55,26020
88,8400
84,4200
69,7500
24,480
22,11400
78,60870
44,11400
89,24470
82,8140
26,12400
87,21800
40,30800
38,23100
89,10000
35,72000
53,25060
46,22100
36,70040
74,32100
27,23200
55,18300
63,18010
61,25900
60,18700
65,29820
64,10700
50,64000
69,48100
61,25500
58,33170
53,31300
28,330
24,2300
30,53000
34,26040
35,27300
56,31540
17,5600
62,30290
35,26850
40,21800
67,42800
82,6770
73,13100
68,9960
62,6820
29,4940
81,10720
40,33630
30,26900
60,17600
49,60130
84,3100
84,7600
81,3400
62,37640
23,21100
74,40400
75,73900
25,320
47,35050
37,9100
57,2900
55,10900
53,28800
84,10000
77,1500
46,400
41,46240
68,32400
36,39040
59,6600
41,29250
23,25100
65,5820
48,24600
67,17700
51,69700
51,9200
79,18530
53,26040
44,18300
41,4100
79,19200
48,8300
74,24400
61,31700
79,26000
84,5504
49,69000
79,32800
80,6580
44,17400
64,8800
25,19600
38,25500
57,9800
61,95270
34,31190
46,9800
80,20410
50,38200
61,44500
52,100
18,750
36,57000
81,11300
80,9700
78,16130
77,5530
51,80100
47,38300
57,12200
82,8100
30,19140
18,61000
58,30200
57,11100
44,3340
72,48000
51,62540
71,9600
46,26860
57,61000
53,20180
50,35160
41,5500
77,18500
85,7600
67,27730
29,500
40,16004
52,20100
20,9780
28,15610
58,29100
45,27500
29,98800
56,21400
32,23600
32,2380
75,12770
73,4200
34,18600
33,14600
85,19570
57,8800
75,50200
60,44800
21,8500
82,19000
56,49000
30,34600
87,30300
89,4200
70,41700
85,15780
68,61000
18,870
34,18800
79,39000
77,13610
77,81000
37,18500
34,66030
35,35530
37,6610
48,25020
73,63020
73,42000
86,8300
56,12600
54,6500
56,15320
45,6400
68,10400
33,10300
28,30080
29,7880
39,72010
33,46400
63,10100
71,26400
45,26020
30,23530
61,19700
46,22200
48,14004
34,500
66,90000
30,36400
26,27700
68,36250
67,11760
75,28800
68,26800
83,28600
55,31200
84,44600
67,24600
43,22400
87,26900
85,20400
65,7470
64,2900
76,45300
83,15000
83,18150
68,71300
89,3600
64,8150
82,26120
68,17720
84,22200
80,32500
67,26900
58,30700
77,38640
72,11700
54,14600
54,2200
59,76000
75,50700
74,61500
66,27600
66,50600
93,20600
54,27900
73,77000
80,52400
81,19800
80,25300
79,20900
93,49800
59,8730
61,55200
67,53700
81,20000
79,21800
82,50400
86,3500
63,100000
61,3600
80,67200
71,22400
73,30000
82,16900
84,6400
45,6100
47,6400
74,34700
77,14330
26,25100
74,26400
85,30000
64,6530
80,4100
77,8800
77,48000
79,104700
86,36100
87,5200
81,26700
93,44500
86,25200
61,440
84,16430
74,7520
86,65000
23,43800
62,31030
59,5780
80,14100
67,14500
74,24800
78,50000
76,1700
78,20800
71,7660
80,31100
83,5510
73,26400
66,12500
67,14700
86,27100
77,26800
74,9900
88,48400
82,39500
83,8800
79,33820
84,35300
73,26700
77,27800
74,9330
93,31200
89,6700
54,41400
52,7500
69,44900
75,31700
63,29300
55,20020
67,50100
76,34300
83,74600
78,3400
79,42100
82,21700
67,74000
88,10200
82,16800
25,39000
23,24400
75,16740
78,11860
67,1000
74,74500
55,25780
89,20000
64,17160
93,48800
81,15200
72,23200
93,5300
75,20600
73,1800
68,29000
80,28100
17,10900
79,10950
84,21600
84,8300
82,20800
85,16300
44,28400
56,18700
77,30100
83,31200
74,21700
39,85000
16,11460
61,3400
38,30800
64,72600
62,3250
83,66600
64,12900
74,32300
65,46200
83,63300
66,13500
81,100400
69,57100
82,11700
80,34700
75,44600
79,67400
75,72500
65,16600
77,43400
83,28800
88,27100
88,35300
72,2400
71,52300
88,18000
62,48840
64,34700
73,39000
63,25100
21,29000
33,75000
33,12300
66,8800
87,37000
81,42700
84,58500
85,6300
35,26520
38,29030
68,57700
75,36200
87,18200
83,13900
81,42600
82,1200
60,90200
75,33500
69,48600
45,63800
63,22050
81,29000
68,20400
22,34300
83,11460
47,36030
66,39030
72,37300
82,29500
66,43800
66,43000
81,40300
76,40300
77,42700
83,16100
66,4900
70,46000
93,17000
58,72620
83,2400
78,54000
81,22300
66,66400
69,2400
84,55300
69,27950
69,21700
86,13400
82,41700
24,24200
85,21600
59,24940
70,31700
93,10380
79,5100
72,38000
67,27200
63,54700
66,24060
55,37700
72,10220
61,46700
35,11500
73,9700
82,30000
73,45300
88,20300
66,31100
69,19000
63,59300
63,7150
89,53400
57,46700
81,29800
74,15400
71,260
93,61700
93,27300
85,42700
75,20200
71,13630
77,12770
93,7000
65,40500
81,30100
81,32200
81,45000
89,12200
80,100000
64,48200
87,33900
84,36100
79,45800
58,37500
74,15730
82,6100
80,57800
80,20900
78,24540
72,27900
81,25100
80,91000
68,62000
64,6940
42,52300
36,17900
42,15880
71,58600
69,67800
73,26000
83,25700
87,35000
72,51000
68,43700
86,20800
82,10400
62,20200
86,25000
78,63700
83,34000
68,27600
63,46410
78,41500
93,11530
76,35000
93,45800
81,95400
84,23300
80,60500
49,52490
54,28500
79,40900
65,35600
61,38600
62,88000
48,10400
83,8110
62,10620
93,10440
80,30300
73,22990
58,1100
63,3600
83,11100
82,11200
41,49500
32,81000
62,26700
87,26300
85,32300
71,30900
74,7400
67,5800
73,46800
70,2100
63,11500
87,12200
93,56600
87,26000
93,7760
84,16800
69,36900
58,53800
76,48000
74,45000
65,45000
65,33400
40,13990
35,36500
79,44700
75,28000
30,36200
72,71800
64,57590
55,25400
19,21200
70,4500
87,32800
69,1500
74,76000
78,13270
83,27000
67,50200
67,30110
89,12600
69,66650
83,25100
81,9500
80,25520
39,6700
81,48100
78,10290
72,33400
50,53500
85,32500
81,56800
74,28300
70,25300
62,34100
77,28900
87,31300
93,50000
72,28510
57,48200
70,26700
79,31400
83,32000
81,5300
79,17160
75,16420
73,6310
82,9400
66,55400
57,13600
55,2500
78,46100
74,54200
28,26404
82,23000
79,14600
37,47000
69,65600
67,58000
64,57000
73,34100
59,30300
69,40700
48,8030
49,44830
58,33300
37,19400
83,74400
87,32600
42,14600
85,11860
81,5700
85,31300
87,20100
67,38030
64,9640
64,32400
81,25900
33,45200
78,25100
89,17800
39,17700
40,17500
64,70000
76,10970
61,22940
66,37970
63,7770
67,35850
45,54750
52,42750
43,24800
58,91500
72,25900
55,29500
66,55500
71,41300
74,21900
64,59200
73,33340
72,27740
79,32000
82,13630
75,34700
82,20700
69,13700
76,3900
79,25800
89,11700
77,57300
78,13900
54,13800
55,44500
27,25500
79,19770
78,23800
70,5750
75,60300
78,23500
69,28700
71,17400
93,29500
82,3500
85,23300
71,37000
56,29000
65,14600
85,41600
28,62000
63,80000
83,3700
60,48600
80,42900
59,62500
42,11450
88,5500
57,56500
71,36400
71,16300
50,94700
60,42900
60,30800
77,31600
70,5600
82,13800
76,25510
81,15700
82,18200
67,66100
88,40600
74,22030
78,23200
76,4900
78,29500
77,35600
73,31000
79,240
80,64100
68,45000
64,41500
72,28800
67,6270
62,93800
67,69300
73,26300
26,36500
64,49500
74,22200
61,26500
63,40700
44,21900
88,15600
73,31700
42,5300
82,24900
75,13000
68,90000
79,46500
76,18150
75,24130
80,52500
40,38400
69,24300
73,17500
87,76300
81,49800
63,59000
58,31400
74,49000
79,12500
85,21200
78,11104
69,43900
64,52500
77,2000
63,30200
70,18760
79,47200
81,47200
63,68600
79,33100
83,21100
83,14800
71,53500
89,43300
76,33500
68,23400
88,11900
87,49400
88,87300
85,36900
63,28800
64,23860
74,68400
77,29000
75,40130
62,21350
65,55700
80,37180
73,18400
71,17900
83,17900
67,17380
75,40000
72,62300
68,5110
83,43800
88,41200
48,7900
48,8700
70,6350
93,29300
78,41770
84,24600
72,31800
78,12880
81,28800
82,46840
82,5640
81,10960
69,19320
71,24880
85,35000
80,6650
67,39000
60,16000
79,17400
80,42200
87,14100
83,6800
93,23100
78,10600
67,9800
68,12690
78,24300
93,25000
78,30000
82,3000
85,36000
83,5000
73,45200
73,44100
68,39500
62,89000
82,62200
75,47300
69,18600
80,48400
76,33350
65,8270
50,15600
51,14500
66,44000
69,33200
85,53400
83,11300
71,27000
71,24200
60,17800
64,23900
32,24600
83,6500
41,48200
69,41310
62,16600
80,44300
25,18700
69,17400
70,77400
65,1100
72,57000
68,57800
77,81100
77,11100
75,13700
67,39640
78,30800
74,6750
84,16770
60,8430
83,11600
57,23300
66,36300
62,21800
52,12900
77,22900
18,21000
66,42800
74,43100
81,23000
84,27000
76,44000
68,48630
86,16900
86,8360
74,61800
66,28100
82,10230
85,29500
66,20000
75,68700
71,25730
70,9830
84,37500
35,8370
24,10600
75,34250
70,20450
86,23760
27,27900
26,50000
63,46300
66,54300
79,46600
65,49200
58,16900
69,7700
58,29360
52,22100
59,15500
69,45400
66,7770
57,630
58,28300
76,31400
84,7500
71,66600
51,49900
86,50600
83,22700
85,23200
67,35700
79,28200
74,16410
63,77500
74,26000
70,23090
53,28400
46,43100
58,9200
93,13700
80,8410
80,13900
78,21200
69,22350
74,29000
27,33204
87,24500
68,18100
64,52000
63,8200
61,79500
61,4700
87,24000
82,15200
79,26100
77,47200
79,28900
84,14700
77,8700
66,46800
66,9700
88,28700
73,52400
79,40600
35,20400
80,18100
65,56300
86,20000
79,18100
75,20500
83,37600
76,20620
80,7190
84,14500
84,25600
86,9500
71,14900
69,64000
84,44000
81,29100
82,26800
81,24180
72,45600
78,31100
70,71800
71,76000
76,45000
69,57500
76,17900
83,65600
65,76000
67,21300
42,31200
65,38800
66,53700
64,5020
82,26000
93,26600
47,5400
70,45000
77,16760
60,85000
61,26000
37,8900
53,17400
33,6600
83,24600
74,23800
56,18800
54,34600
65,47000
24,12500
47,53200
51,8200
93,23000
87,31000
85,26100
76,2400
69,23300
83,10300
74,34200
29,63000
57,17100
73,19900
47,24690
84,34000
93,70000
77,11400
63,2900
62,700
43,52050
80,3000
81,25200
83,36900
63,69500
53,34200
72,23100
78,22400
79,18840
86,29800
78,12700
58,62900
93,27400
79,41300
82,10050
83,99000
65,25604
68,33600
73,12010
67,22110
84,17900
78,52000
36,33100
71,28200
82,16200
72,60000
71,46060
34,26400
36,38600
50,41500
93,31400
69,47200
74,23200
73,21900
80,33700
40,60500
76,15500
89,23800
63,26740
73,75100
57,31210
78,24400
77,23600
73,10760
85,6200
56,47300
89,29900
79,42900
63,24450
61,230
79,37500
79,88000
73,63600
81,18300
77,44200
69,8100
49,60920
54,17800
84,25840
74,5740
86,8600
63,83000
73,36000
73,37820
74,71700
70,42600
67,3400
60,21800
62,7300
75,25200
83,22320
82,58500
79,34600
82,5590
71,21200
70,37900
71,66100
74,9700
54,79000
89,8500
81,105400
74,58800
78,41900
72,72400
89,13600
88,24100
62,39200
51,38650
74,18100
67,29080
75,16300
61,59600
73,48900
78,3300
93,61900
81,41320
69,51500
74,36200
72,28200
64,7350
26,36404
63,43400
71,11860
82,10200
69,14600
71,6890
73,18510
23,28400
75,17300
81,31500
69,29800
23,17700
25,890
84,14800
83,13700
48,50050
78,18280
60,35350
72,32700
83,28900
78,29300
62,70900
82,18600
71,53000
59,13210
87,26600
79,9400
70,40000
71,17000
57,26500
73,52700
73,71800
65,23400
93,87400
73,29400
67,47000
67,33200
74,46000
70,32500
70,32200
76,35810
60,18060
66,14500
64,33300
66,19200
67,29700
86,10700
85,23800
83,17100
89,33900
33,34300
81,16600
93,50400
66,29100
89,34600
54,43700
39,2504
82,45000
64,42500
67,24760
67,39900
70,39900
84,22000
73,88800
79,22500
51,2600
66,24250
74,21100
68,23780
87,49100
87,38800
47,33820
83,96700
78,47900
80,49800
70,38400
81,24600
83,21000
66,81000
66,38600
81,99900
63,31700
78,43200
57,5800
73,10200
65,10970
93,11600
87,43000
77,46800
78,47100
89,35000
77,24300
67,25900
78,54700
88,36100
78,42000
64,6700
86,76100
80,43500
67,44600
74,34250
72,14300
61,30800
57,88000
62,72400
59,35300
89,27800
78,25900
62,52050
62,800
68,16200
85,65900
68,32840
81,16100
73,45800
88,70000
69,30800
82,12400
81,7500
55,48900
84,2200
84,16300
79,25400
80,18400
67,20110
42,27800
79,24300
31,85500
76,68000
88,11500
82,27600
84,14600
81,22200
80,26100
74,39100
78,49900
67,6370
66,8000
88,46600
88,8200
82,19300
77,19840
62,780
65,63000
77,33600
86,6300
51,34200
60,23200
86,72000
67,43610
71,30280
64,32940
61,23700
74,15930
88,7300
85,18100
70,36300
53,50800
73,41300
58,13400
66,67900
87,52300
37,31110
78,38800
70,23900
52,33200
48,34850
81,56300
84,5200
75,20000
93,35500
71,88800
74,18600
68,19800
74,25300
74,4400
88,27700
32,58004
33,42500
82,43300
75,39800
83,52200
78,41300
72,19400
73,35400
62,38700
77,27600
54,46800
67,26600
85,11700
58,101000
58,50
51,18290
57,56000
84,29500
58,21500
77,41000
71,29000
77,65300
74,12100
68,36500
66,43300
62,880
44,27500
71,29600
87,17500
69,37500
61,7250
74,75700
69,37300
66,26480
58,37700
73,44200
35,19100
82,14500
52,1600
78,57100
65,37300
60,87300
85,15650
67,33640
89,19800
86,10200
81,38600
68,18920
81,42200
83,36100
70,13100
84,35500
65,2100
80,6800
63,8300
76,33100
85,49100
68,46480
67,18500
77,49000
81,28300
80,80800
77,23230
57,11830
67,72600
69,45100
74,27900
74,40000
87,24100
66,33300
79,46100
70,12200
24,14720
72,43650
86,14370
51,9800
60,240
55,31300
58,10430
85,28100
52,30460
59,21200
53,29120
53,15020
67,41200
89,56000
69,40970
88,41900
87,27800
79,44400
70,5170
77,28700
72,20800
70,44100
80,34800
74,27000
81,60800
83,13300
83,18800
51,43700
70,20330
59,12100
89,44100
75,47200
60,35360
78,37000
87,7600
44,40600
89,16000
77,2250
74,49800
65,6900
93,33900
54,11200
31,19800
87,91700
83,5600
70,39000
70,16300
74,41900
79,23420
80,7120
53,23700
59,85050
62,47200
68,87700
77,32000
65,10200
86,40500
33,10220
73,10500
82,21200
70,60200
43,40800
81,37000
61,74550
54,40700
65,73000
66,40200
74,18800
76,36200
80,37200
84,21400
80,23100
93,28600
80,54100
68,29130
73,6900
93,31920
85,46400
82,105500
64,52200
65,5690
79,69000
66,57200
71,36600
60,24700
82,31800
72,55800
74,5560
76,36800
42,25900
81,16700
81,44000
68,28900
65,2200
63,7220
78,35400
85,50500
63,20700
40,13130
45,6930
47,19100
69,30900
82,24400
73,23630
80,14500
78,4300
79,17750
71,38700
61,12570
42,47600
73,46600
82,27700
75,17720
84,30000
65,4900
83,15700
75,71500
78,10900
63,74100
79,38000
60,10470
78,15500
86,15700
74,43200
80,22800
82,30560
65,2900
74,56100
85,30700
85,4400
84,45500
70,32300
77,21700
81,40200
55,5100
65,67000
93,13600
65,28000
73,34900
93,20400
25,37500
74,41400
70,30070
59,27180
76,56400
77,30200
86,5300
85,11400
79,53500
86,41400
80,41900
81,10400
70,44800
80,25200
56,90700
70,47130
61,46320
58,5600
71,37100
65,53000
76,68200
71,12240
32,84000
77,38500
74,20000
86,72100
28,16800
71,36900
93,21700
82,5900
72,19100
80,52800
85,37500
80,18800
84,42400
86,33300
64,61300
78,33400
71,28540
85,14400
86,38300
73,29700
82,6200
86,18500
89,2000
44,41400
86,43680
93,69100
53,68000
52,28100
72,16800
72,60200
71,37200
72,33680
80,5300
76,27000
59,60000
55,390
76,7470
67,36200
52,14600
84,17600
57,19010
22,15700
62,8560
49,25800
68,43400
68,16500
64,81500
87,20800
64,27400
76,16410
88,34000
81,43200
75,31800
70,6740
62,36900
51,4600
58,96000
79,50800
76,5110
86,15670
84,17100
86,54000
74,50000
62,10500
82,18000
72,24700
75,56000
26,12700
62,57000
38,33400
63,52050
73,31900
79,41100
85,44100
83,25600
69,79600
57,29200
67,37200
63,27500
77,70000
75,4300
74,32600
76,14700
80,57500
63,1880
73,24200
93,12890
74,19840
74,35800
35,18200
63,15410
77,88700
63,200
51,67400
57,34400
21,15500
65,22800
82,6700
54,6400
66,31000
56,60400
63,51000
83,57100
93,11300
77,21600
39,32200
59,25900
72,27600
59,27200
49,31800
79,15190
68,36060
52,260
74,27500
80,20700
65,19250
64,21150
76,28100
76,14930
70,68500
72,2610
66,17570
78,16000
84,6200
88,31500
60,34600
64,25800
86,69100
81,22800
80,34000
67,9500
87,8910
66,42500
70,50700
84,33700
60,39700
87,29900
72,7400
77,18400
73,16600
47,4200
82,32800
81,9700
67,51400
29,39200
31,48200
64,20240
79,15900
76,31500
75,45300
68,12130
63,2380
68,17700
68,9500
93,25560
77,13400
73,26900
61,37600
84,10630
78,59500
76,9140
85,12400
74,56000
65,16100
67,5870
88,27300
78,22800
49,1400
76,40700
59,29800
70,76900
71,71900
60,20600
89,24980
70,40520
78,26700
48,17020
86,20300
86,9400
46,72600
69,8160
74,19900
68,20900
83,63600
78,11500
73,11610
60,72000
82,64000
38,25100
71,31800
65,50700
65,27480
84,96200
81,32000
41,67100
78,16300
78,46600
65,43400
85,22000
70,26000
80,13800
69,40900
52,57200
52,24100
54,19800
77,22750
72,54500
89,49500
71,3000
68,28000
64,19400
85,11100
48,8400
43,47600
68,34900
81,24900
34,3000
33,42200
79,23200
71,23800
76,11710
78,6010
79,36800
86,28400
79,3250
86,44600
71,44500
63,43700
76,69300
88,16000
80,33600
93,22000
93,40700
83,40700
73,79700
85,11200
29,42700
78,52300
59,35700
71,26600
63,18700
73,4700
83,45300
81,40100
74,35470
79,5850
85,17400
69,11200
83,11700
77,33140
71,7010
93,33100
72,33950
62,17200
78,11180
70,14170
65,6500
79,53200
93,25050
57,33400
55,60900
71,78100
57,100000
82,2900
36,27800
80,15000
53,15200
93,36900
79,16720
83,31100
58,64090
83,36300
24,19600
26,59000
65,56100
24,8100
61,7700
77,62200
73,1100
78,46900
79,35600
68,5980
52,71200
61,160
84,17010
76,34800
69,38100
22,11600
43,7800
81,43500
69,27030
79,29300
49,46210
46,21410
86,38100
87,53700
93,54000
87,51100
81,42500
49,72300
56,13300
68,55000
88,22500
93,540
45,39500
45,61000
89,46200
66,12004
72,32300
51,39400
67,11010
88,20500
60,21010
78,56500
75,11504
17,100
80,24700
24,28200
93,41900
32,24220
31,50020
73,18100
53,36400
52,2600
79,57600
85,1590
49,33900
68,26300
77,73100
81,27500
26,21210
81,23700
83,25000
67,15200
77,51440
71,15300
70,37650
85,66100
78,7300
93,76300
83,52280
82,34000
79,4860
39,740
76,23070
74,6300
65,41400
73,29300
39,46400
41,20670
66,22900
93,28100
79,52800
58,770
66,18200
93,16200
73,24800
71,30100
83,50000
84,9140
88,15800
74,3500
73,24600
75,18300
74,26800
74,26600
74,25700
80,11300
75,61800
88,48000
71,50000
83,11900
72,25600
80,35700
70,59500
77,29800
87,11700
73,41880
89,11000
78,40900
86,27000
72,93000
68,52400
82,34300
86,16600
67,29970
87,3100
63,51380
83,8540
63,9670
89,22100
69,78000
68,66000
72,48100
61,26350
50,24500
65,44400
86,100
71,32400
53,36700
69,54400
88,18700
80,5600
38,52200
66,21500
85,14200
93,26200
67,10700
77,60100
70,18700
60,2010
67,29400
79,55000
84,15000
33,100
83,21500
80,12560
81,15070
75,67500
83,56800
70,62900
69,27200
59,42800
65,32900
80,29850
75,35600
77,11200
70,29340
74,91700
71,33600
64,31200
79,1500
86,38800
77,43300
78,10970
68,6310
77,22500
28,11300
88,4500
71,23000
64,48600
82,60000
77,31200
26,20600
74,9920
70,33500
69,49500
68,15580
73,12900
55,24300
71,35400
67,31670
71,27600
77,50000
82,52100
69,30050
69,39350
64,23800
62,11850
67,29420
78,44000
61,830
40,30070
50,62000
66,40400
70,8070
85,36800
82,35200
71,35300
85,31700
83,10400
81,34100
77,26900
93,25200
82,23900
86,58400
62,15800
79,18820
67,75200
42,80200
65,50900
69,47800
83,7720
74,20300
83,13770
71,10510
68,46440
67,6710
82,11800
60,40900
59,6620
54,11700
87,16800
44,51200
44,66800
40,15200
35,20300
75,34100
77,15500
34,55450
33,33300
46,68200
41,44004
24,41500
23,24200
57,84200
48,39800
23,37060
50,11700
56,45620
18,8700
67,33700
49,57360
34,53500
37,47600
73,18520
57,21800
93,12020
62,25500
48,46200
27,53000
60,32400
42,48050
59,39200
55,22200
47,42500
31,29900
62,85000
89,22900
84,20100
35,42600
31,26200
65,43000
56,15600
57,57300
48,36004
35,4800
36,33500
46,34200
18,9500
64,26100
45,33600
27,32200
28,56000
28,24500
44,800
46,40500
74,10600
36,33400
38,26830
38,52000
64,16200
78,19590
19,4520
52,90000
32,29504
68,15810
39,34600
60,27800
35,85000
73,39700
80,3300
34,42150
35,95000
45,22050
34,19700
58,49200
43,9800
59,68480
52,29240
44,88000
55,200
27,31900
36,62600
43,68000
39,42500
20,25450
47,92000
53,54700
52,54700
23,26700
58,41600
63,96000
50,43200
32,42300
55,92700
31,7100
29,40200
87,19200
42,72000
40,32300
73,19600
24,67000
84,11500
34,89200
87,49500
39,35400
41,41300
24,28100
71,79200
54,78790
71,5800
